name,release_date,price,positive,negative,app_id,min_owners,max_owners,hltb_single
F29 Retaliator,2020-07-03,6.99,7,0,1302270,0,20000,
WarGround,2019-02-02,0.0,11,9,1017480,0,20000,
Eternal Starlight VR,2021-06-17,11.99,44,3,676030,0,20000,
THORN DEMON HUNTER,2022-05-12,5.99,3,0,1728410,0,20000,
Shuffle World,2019-10-09,0.99,7,5,1165280,0,20000,
Helheim Hassle,2020-08-18,19.99,136,8,1095120,0,20000,8.0
The Deer,2019-12-16,0.0,22,9,818390,0,20000,
Ultimate Ski Jumping 2020,2020-04-03,0.99,44,14,1245470,0,20000,
Phoenix Point,2020-12-03,24.99,3087,1188,839770,200000,500000,23.0
浮生箓 Floating Life,2022-02-17,2.99,69,38,1874660,0,20000,
Introvert Quest,2017-03-15,0.5,74,28,562640,100000,200000,
Lumini,2015-09-03,12.99,128,20,360840,0,20000,1.0
Mafia: Definitive Edition,2020-09-24,39.99,37900,5785,1030840,1000000,2000000,10.0
EDGE OF DAWN,2020-07-17,14.99,15,27,1234450,0,20000,
Pawn of the Dead,2021-02-19,7.99,46,3,890130,0,20000,
XWallpaper,2019-10-15,2.79,72,71,1093880,50000,100000,
The Chronicles of Hercules II - Wrath of Kronos,2022-02-21,5.99,4,0,1896980,0,20000,
No Time To Explain Remastered,2015-07-17,14.99,1852,496,368730,200000,500000,
Human Sacrifice,2019-03-19,0.79,3,3,1041300,0,20000,
Pierhead Arcade 2,2021-08-05,7.49,104,20,572620,0,20000,
Dragon Drop,2022-06-10,4.99,25,0,1581500,0,20000,
Supreme: Pizza Empire,2015-01-09,9.99,70,38,318260,0,20000,
Idol Manager,2021-07-26,19.99,2479,301,821880,100000,200000,20.0
Casino Mega Collection,2018-07-02,6.99,17,11,886360,0,20000,
Sneaky Kitten,2021-12-24,5.99,6,1,1408480,0,20000,
HoloLAB Champions,2018-07-10,4.99,19,1,696760,20000,50000,
Freeways,2018-02-06,3.99,851,157,780210,50000,100000,5.0
CounterAttack,2019-03-11,14.99,225,23,451600,0,20000,
ANCIENT SOULS : The Governor,2019-07-14,7.99,6,1,1109350,0,20000,
Mystical,2018-02-08,4.99,4,13,781240,0,20000,
A Familiar Fairytale Dyslexic Text Based Adventure,2019-11-18,0.99,2,3,929570,0,20000,
Semi-Sweet Tofu,2018-05-03,0.0,4,0,841830,20000,50000,
Unlit,2019-11-25,11.99,1,1,1165460,0,20000,
Syrian Warfare,2017-02-21,13.99,3383,533,485980,200000,500000,14.0
Relik,2017-10-18,0.0,139,30,679400,20000,50000,
Lucid Cycle,2021-02-19,2.59,32,12,1514480,0,20000,
Jigsaw Puzzles: Master Artists of Old,2020-08-07,0.0,5,0,1368750,0,20000,
Valthirian Arc: Hero School Story 2,2022-03-31,11.99,19,7,1453640,0,20000,18.0
Mech Armada,2022-06-16,19.99,264,46,1389360,20000,50000,3.0
Vision Runner,2016-10-19,9.99,4,6,429480,0,20000,
Pombero - The Lord of the Night,2020-11-23,5.99,26,13,1368400,0,20000,
Fabulous - Angela's True Colors,2019-01-24,12.99,41,5,1005050,0,20000,9.0
Fine China,2017-05-05,2.99,9,3,529040,0,20000,
BadLands RoadTrip,2018-04-05,9.99,8,5,694070,0,20000,
Virus Madness - Dungeons of your Body,2020-05-31,0.99,1,1,1311210,0,20000,
Mana Gloom,2020-12-29,4.99,4,0,1453660,0,20000,
Nature Treks VR,2017-05-04,9.99,228,42,587580,50000,100000,1.0
Shadowgate,2014-08-21,14.99,544,83,294440,50000,100000,1.0
Shadow of Valhalla,2020-08-20,9.99,29,7,1309290,0,20000,
Bunker Constructor,2016-06-24,4.99,13,8,364980,0,20000,
WORLD END ECONOMiCA episode.01,2014-06-17,12.99,564,101,269250,50000,100000,8.0
Bartlow's Dread Machine,2020-09-29,14.99,43,6,1228870,0,20000,5.0
Onimod Land,2017-11-10,9.99,14,3,633660,0,20000,
Blue Flame,2021-01-29,4.99,8,0,1274280,0,20000,
Mini Motorways,2021-07-20,9.99,13145,548,1127500,200000,500000,5.0
Signal Decay,2019-09-19,13.99,52,12,508650,0,20000,
3d Bridges,2015-03-23,3.99,10,16,358700,0,20000,
Cosmonator,2019-01-21,6.99,74,9,656740,0,20000,
GUILT: The Deathless,2022-04-28,17.99,30,6,1047950,0,20000,
Illusion of L'Phalcia,2019-07-02,12.99,6,0,1076100,0,20000,80.0
Arcsaber VR,2021-01-15,0.99,1,0,648150,0,20000,
Illwinter's Floorplan Generator,2018-05-04,6.99,370,28,630900,50000,100000,
Lakeview Valley,2019-10-22,14.99,494,84,783840,50000,100000,3.0
Ochitsubaki,2021-12-17,13.99,2,1,1487140,0,20000,
RAILROADS Online!,2021-10-01,34.99,1961,353,1696810,100000,200000,
Ghost Dimension,2020-01-17,9.99,28,0,1178000,0,20000,
Farmington County: The Ultimate Farming Tycoon Simulator,2019-10-26,14.99,83,17,1138580,0,20000,
Caretaker Retribution,2016-12-15,0.0,4,2,416090,0,20000,
NIGHTSTAR: Rogue Wings,,0.0,20,12,595360,0,20000,
Der Geisterjäger / The Ghost Hunter,2021-08-26,10.79,8,0,1581240,0,20000,
Table Gun,2021-10-18,1.99,2,0,1751990,0,20000,
CITY - 909,2020-10-30,8.99,3,0,1445500,0,20000,
Voxel Turf,2017-09-13,7.99,426,63,404530,50000,100000,
Switchblade,2019-08-22,2.44,3,0,1137650,0,20000,
RGB Simulator,2020-11-16,0.99,2,1,1408380,0,20000,
Catch the Head,2019-08-29,7.99,9,0,1049690,0,20000,
Boxplosion,2018-01-15,7.99,10,1,612840,0,20000,
PRiO,2016-03-18,5.99,27,3,428410,0,20000,
Breacher Story,2019-01-02,5.99,6,2,988110,0,20000,
Pocket Academy,2022-06-12,8.99,77,3,1921760,0,20000,
Xploquest 2,2018-02-20,0.0,10,1,791370,0,20000,
Steampunk Tower 2,2018-04-19,7.99,239,68,622460,50000,100000,23.0
New Star Manager,2018-09-27,19.99,311,42,883130,0,20000,17.0
Cave under Richmordnom,2018-08-23,0.99,2,1,913570,0,20000,
The Hole,2022-05-13,0.99,1,0,1930230,0,20000,
Intergalactic Bubbles,2015-05-29,1.99,927,234,351490,200000,500000,10.0
Ymir,2019-03-16,34.99,708,242,378360,50000,100000,
Selfless Heroes,2020-04-14,5.99,31,7,1273450,0,20000,21.0
Life Combinations,2019-04-26,0.99,4,1,1059660,0,20000,
The famous diver,2018-03-22,3.99,11,1,820830,0,20000,
From Orbit,2019-08-27,9.99,6,4,668290,0,20000,2.0
Woodlands,2017-09-27,5.99,96,216,646100,20000,50000,
Splinter,2020-08-21,0.99,1,0,1382310,0,20000,
Hidden Farm Top-Down 3D,2022-04-08,9.99,15,21,1944970,0,20000,
"""Drop Blox""",2021-06-20,8.99,0,3,1534240,0,20000,
Solitaire 3D,2020-07-01,14.99,9,0,1339310,0,20000,
Arizona Rose and the Pharaohs' Riddles,2017-01-18,9.99,6,3,575800,0,20000,
Inmates,2017-10-05,9.99,155,103,634120,20000,50000,1.0
Win by Definition,2022-01-17,8.99,2,0,1843230,0,20000,
Zeltrus,2020-11-11,1.99,1,0,1434550,0,20000,
Disney Universe,2014-10-06,19.99,197,40,316260,20000,50000,11.0
Legion Tale,2017-09-20,4.99,10,3,604040,50000,100000,
Terramancer,2020-02-24,1.99,1,1,1050170,20000,50000,
Void Explorer,2021-06-21,0.99,2,0,1546120,0,20000,
Cubit,2019-02-06,0.99,5,4,762850,0,20000,
Sillage,2022-04-20,5.99,4,1,1939600,0,20000,
A Blind Legend,2016-04-07,6.99,180,47,437530,20000,50000,2.0
Sky Sanctuary,2020-07-31,1.79,40,5,526130,0,20000,
Welcome To Lakewood,2021-06-17,0.99,7,2,1651880,100000,200000,
The Stalin Subway: Red Veil,2014-10-24,2.99,237,262,311120,50000,100000,2.0
Suits: A Business RPG,2016-01-05,0.99,755,103,410670,100000,200000,4.0
Sable's Grimoire: Man And Elf,2020-06-19,5.99,42,0,1131410,0,20000,7.0
Catie in MeowmeowLand,2022-03-30,14.99,50,2,1417890,0,20000,3.0
180 SECONDS,2022-07-08,5.99,5,0,2006770,0,20000,
R-Naught,2021-11-23,2.99,2,0,1583840,20000,50000,
MineSweeper VR,2016-08-25,1.99,31,8,516940,0,20000,
重装无限·Metal Infinite,2020-07-16,1.99,29,6,1304320,0,20000,
Room to Grow,2021-02-25,9.99,117,4,1471960,0,20000,3.0
Rebel Reenactment: Battle of the Wilderness,2020-08-30,7.99,10,2,1350540,20000,50000,
Power Ball 2021,2021-01-18,6.99,1,1,1512910,0,20000,
Endless Furry Asteroids,2021-04-12,0.99,1,0,1578750,0,20000,
Tank Battle: North Africa,2016-07-12,9.99,22,8,465750,20000,50000,
Chaos Starter,2019-04-05,0.99,26,18,1053660,20000,50000,
One Hit KO,2017-04-05,6.99,8,2,605490,0,20000,
Seconds in Space,2020-09-28,2.99,1,0,1253320,0,20000,
"I, Hope",2018-02-21,9.99,28,7,448960,0,20000,2.0
Leafling,2020-12-15,0.0,428,175,1457150,200000,500000,
Runefall 2,2019-10-10,9.99,35,10,1129660,0,20000,
Resonance Wars,2021-11-11,2.99,2,0,1787520,0,20000,
X-Plane 10 Global - 64 Bit,2014-07-14,0.0,713,304,292180,100000,200000,
PrimeOrbial,2019-07-16,4.99,4,0,1095140,0,20000,
The Elementalist,2019-05-27,4.99,9,0,973410,0,20000,
Bongo Arena,2021-03-15,0.0,6,1,1564660,0,20000,
Nightmare Survival,2021-03-12,0.99,5,3,1563100,0,20000,
TYRONE vs COPS,2022-02-12,0.99,816,39,1853200,20000,50000,
Gem Tower Defense 2,2022-04-21,2.99,2,2,1953220,20000,50000,
It Stares Back,2019-06-25,9.99,83,2,1094250,0,20000,
JCB Pioneer: Mars,2017-09-01,24.99,66,77,536660,0,20000,
Atlantis 2: Beyond Atlantis,2015-04-17,3.99,25,55,362920,0,20000,1.0
Electronic Super Joy 2,2019-08-09,0.0,587,79,1113940,50000,100000,5.0
Aether Drift,2018-08-27,12.99,3,0,915760,0,20000,
Dire Vengeance,2021-10-14,19.99,11,0,1682030,20000,50000,
Color By,2016-01-21,9.99,5,1,416840,0,20000,
Expect The Unexpected,2016-12-08,1.49,53,27,529130,0,20000,
Vacation Adventures: Park Ranger 4,2021-02-15,6.99,2,1,1535270,0,20000,
The Rusty Sword: Vanguard Island,2022-05-02,0.99,11,6,1945980,0,20000,
MonsterxMan: Inheritence To Lust,2018-04-24,0.0,59,16,836440,20000,50000,
100 Seconds,2018-03-12,1.99,0,1,796580,0,20000,
September 28 Pizza,2021-12-20,1.69,2,1,1830050,0,20000,
Ganbatte,2018-04-19,6.99,2,1,691680,0,20000,
Imitating Zombies,2021-11-14,1.99,0,4,1798310,0,20000,
Worm Runner,2022-07-13,0.99,12,5,2058120,0,20000,
Game Corp DX,2015-10-02,2.99,2657,372,399670,200000,500000,4.0
RENEGADE: ARENA SHOOTER,2020-10-02,0.0,0,2,1410110,0,20000,1.0
Freedom Locomotion VR,2017-03-13,0.0,182,25,584170,50000,100000,
Rakuen,2017-05-10,9.99,4930,168,559210,100000,200000,8.0
Kinetic Void,2014-11-21,19.99,276,1251,227160,100000,200000,
sfäre,2022-01-11,4.99,13,0,1331390,0,20000,
Hidden Paws,2018-03-22,1.64,529,66,816490,20000,50000,3.0
Gladio and Glory,2021-03-16,0.0,2566,210,1527910,100000,200000,
Way to Go!,2015-06-08,4.99,24,3,336230,0,20000,
Sunset Planet,2019-03-01,0.99,11,3,1029160,0,20000,
Vaccine19,2020-12-25,0.0,50,12,1315070,100000,200000,
WestLand Adventure,2020-07-06,2.99,11,12,1353870,0,20000,
Qipa World-Hello Big Adventure,2018-12-17,0.99,19,3,975710,0,20000,
My Little Blacksmith Shop,2019-12-22,9.99,568,151,980940,20000,50000,
RoboHeist VR,2018-04-13,12.99,4,3,800510,0,20000,
火柴人联盟2,2019-12-19,0.0,16,11,1094010,20000,50000,1.0
CS Horizon,2021-07-28,0.59,2,6,1692900,0,20000,
MoveUp,2021-09-15,2.99,2,0,1730160,0,20000,
Creature Romances: For the Ladies,2020-10-31,2.99,24,5,714820,0,20000,1.0
BLUE WISH DESIRE,2021-11-17,9.99,27,0,1794300,0,20000,
Rinlo,2020-10-07,10.49,24,6,1297010,0,20000,2.0
Awe,2015-10-09,0.99,185,61,371450,20000,50000,3.0
Fright Night,2022-06-21,2.99,6,1,2023330,0,20000,
Emiko's Pledge,2022-02-25,0.99,3,1,1870170,0,20000,
Idle Champions of the Forgotten Realms,2020-03-25,0.0,8436,2055,627690,1000000,2000000,49.0
I am an Air Traffic Controller 4,2020-10-15,59.99,236,44,1348390,0,20000,
Plan Z,2021-01-20,4.99,3,1,1436280,20000,50000,
Wrap It!,2020-06-16,0.49,4,0,1312000,0,20000,
Devil's Toy,2018-11-06,0.99,11,8,959540,0,20000,
Context,2019-10-24,0.99,1,1,1167650,0,20000,
Dungeons and Dinners,2018-10-14,0.99,4,0,939250,0,20000,
Solitaire Game Halloween 2,2021-05-16,4.99,2,1,1600180,0,20000,
Tonikk Tycoon,2022-04-13,9.99,7,2,1941400,0,20000,
Heileen 3: New Horizons,2014-07-17,24.99,45,26,305490,0,20000,6.0
Vistascapes VR,2016-07-08,0.0,17,18,488360,0,20000,
Code 9,2017-08-24,2.99,3,0,682280,0,20000,
CrisisActionVR,2017-09-11,19.99,14,10,648070,0,20000,
Ninjas Against the Machines,2022-02-18,7.99,2,0,1875470,0,20000,
Area 86,2020-04-15,9.99,29,6,810590,20000,50000,
Zahalia,2018-03-06,1.99,6,4,791320,20000,50000,
Life of Fly 2,2021-06-10,9.99,24,0,1598810,0,20000,
Fruitlockers Reborn! 2,2019-01-23,4.99,7,3,1012390,0,20000,
יום פתוח (Open Day),2022-06-22,14.99,61,0,1029650,0,20000,
Monjarmageddon,2019-03-22,2.99,6,1,738030,0,20000,
Beyond Extinct,2020-02-26,10.99,27,2,992990,0,20000,
Angry King,2018-11-05,0.0,0,3,962070,0,20000,
I'm a love interest in my childhood friend's reverse harem!!!,2020-08-31,9.99,5,2,1365620,0,20000,
MagiCats Builder (Crazy Dreamz),2018-07-10,0.0,123,72,690610,50000,100000,
Rugosi,2018-08-08,0.99,6,3,905510,0,20000,
Legend Of The Ape,2021-08-20,2.99,22,1,1710810,0,20000,
PANIC STATION,2020-08-25,1.99,25,26,1386980,0,20000,
Kombine,2016-10-14,0.51,82,22,539750,20000,50000,
The Advisor - Episode 1: Royal Pain,2021-05-31,2.99,434,6,1601680,100000,200000,
Faye: A Tale of Shadow,2022-02-14,19.99,0,1,1753690,20000,50000,
Super Plexis,2021-02-19,9.99,44,3,863230,0,20000,
IMPALE YOUR FRIENDS!,2019-06-19,4.99,4,0,1059370,0,20000,
心の闇の先に Trial VersionⅡ,2018-01-15,0.0,14,9,661700,0,20000,
Handball Action Total,2018-02-16,8.39,16,5,486940,0,20000,
Animals Memory: Insect,2018-01-26,3.99,24,5,778860,0,20000,
WhiteLily 1：丽丽公主,2018-08-16,2.99,1144,63,876850,50000,100000,
The Night Cafe: A VR Tribute to Vincent Van Gogh,2016-06-03,0.0,241,10,482390,20000,50000,
Letter-Setter,2017-08-16,3.99,2,1,676320,0,20000,
SEDOMAIRI / せどまいり,2021-08-01,4.99,15,3,1684220,0,20000,
Party Tycoon,2017-10-19,4.99,157,136,513330,20000,50000,
Rollers,2020-02-11,0.0,18,3,1179010,20000,50000,1.0
GACHIMUCHI The Card Game,2019-03-07,0.99,9,4,1034120,0,20000,
Station Commander,2021-08-23,7.99,3,2,1713530,50000,100000,
Clicker bAdventure,2017-12-27,2.99,23,61,736430,0,20000,1.0
The New California,2017-11-19,9.99,7,2,699510,0,20000,
Yousei Daisensou ~ Touhou Sangetsusei,2019-08-02,10.99,69,2,1100180,0,20000,
Edna & Harvey: The Breakout - Anniversary Edition,2019-12-04,3.99,348,26,959000,20000,50000,7.0
Coffee Run,2017-10-30,0.0,85,26,731180,0,20000,
Death off the Cuff,2021-01-11,2.99,4,1,1481960,0,20000,
Acaratus,2017-05-25,14.99,28,24,376410,0,20000,
Scrap Galaxy,2017-12-01,7.99,11,4,723110,0,20000,
Desktop Dungeons,2013-11-07,14.99,1239,132,226620,100000,200000,19.0
Timerunner,2021-12-13,6.39,64,10,1108750,100000,200000,
Edvog Explorer Game,2018-04-20,0.0,1,0,788040,0,20000,
Edwardo,2021-11-12,3.99,5,0,1768790,20000,50000,
Timothy ティモシー -神秘の森-,2021-12-23,9.99,1,0,1471220,0,20000,
Jake's Love Story,2017-10-05,9.99,104,14,699080,20000,50000,1.0
CrunchTime,2019-10-10,9.99,13,2,1068120,0,20000,
Primate Signal,2020-12-05,3.5,12,2,1153040,0,20000,
Grandmaster Chess,2021-09-03,6.99,1,0,1658770,0,20000,
Obscure Doubt,2019-04-26,3.99,3,0,1061420,0,20000,
Tenshu General,2015-12-01,5.99,20,10,363180,0,20000,4.0
Forest Below,2018-05-17,0.0,9,1,843620,0,20000,
Bricks Frenzy,2020-08-17,5.99,11,2,1384350,0,20000,
Pixel Arcade,2018-04-02,9.99,17,3,618570,0,20000,
Apex Legends™,2020-11-04,0.0,415524,66608,1172470,20000000,50000000,
Dualism,2021-01-14,9.99,7,0,1471460,0,20000,
Aura of Worlds,2018-04-24,11.99,77,4,841600,0,20000,
Ricochet Ranger,2022-05-20,2.99,12,0,1671180,0,20000,
The Marson Home,2022-07-18,7.99,1,1,2061060,0,20000,
Mosaique Neko Waifus 2,2020-06-05,1.99,1840,84,1299120,100000,200000,1.0
MelDEV Power Boat Racing,2020-05-23,13.99,1,1,1303170,0,20000,
Magic Nations - Card Game,2018-09-20,14.99,89,35,773530,0,20000,
Little Square Things,2019-09-28,0.0,51,9,945490,200000,500000,
Gardens Inc. 2: The Road to Fame,2014-05-22,9.99,45,6,301260,0,20000,10.0
Bloxiq VR,2016-08-29,1.49,3,1,510710,0,20000,
VIDEO GAME,2018-11-12,0.0,14,6,924310,0,20000,5.0
iota,2020-09-24,4.99,13,2,1273430,0,20000,
INTRUDER - WAR AREAS,2016-12-12,15.99,2,4,556680,0,20000,
Darken VR,2018-08-13,0.99,0,2,910850,0,20000,
Whiskers & Tail,2020-08-25,2.99,2,0,1343450,0,20000,
Umihara Kawase BaZooKa!,2020-05-28,29.99,12,2,1271620,0,20000,2.0
Boulders: Puzzle,2021-10-02,0.99,4,0,1492290,0,20000,
Chesnakisnak,2020-10-19,0.0,4,3,1433770,0,20000,
Key,2021-12-01,0.99,0,1,1804390,0,20000,
Valley Run,2019-07-03,0.99,1,2,1091350,0,20000,
Space Duty,2018-03-21,4.99,1,0,813360,0,20000,
Catsapults,2018-06-12,1.99,3,0,846220,0,20000,
DCS World Steam Edition,2013-08-02,0.0,19580,3421,223750,2000000,5000000,
SEARCH ALL - POTIONS,2021-12-27,1.99,20,1,1845880,0,20000,
Royal Defense,2014-11-10,0.49,239,82,291170,100000,200000,9.0
Deep Ocean Rush,2020-01-03,1.99,3,9,1162730,0,20000,
Hexodius,2013-06-21,9.99,26,16,236490,0,20000,12.0
Whiskey & Zombies: The Great Southern Zombie Escape,2020-11-25,9.99,8,0,1011320,0,20000,
The Spell - A Kinetic Novel,2019-01-15,4.99,24,0,1002510,0,20000,
Shadowrun: Hong Kong - Extended Edition,2015-08-20,19.99,3578,562,346940,500000,1000000,20.0
battle Tank,2021-02-04,12.99,2,8,1526480,0,20000,
White Haven Mysteries,2014-04-17,4.99,47,40,288790,20000,50000,2.0
That Dam Level redux,2016-02-25,8.99,2,1,434970,0,20000,
Dragon Fight VR,2020-03-05,0.0,9,1,1073890,0,20000,1.0
VELONE,2022-04-21,8.49,9,15,1811750,0,20000,
World of Subways 3 – London Underground Circle Line,2014-05-12,14.99,424,147,283620,100000,200000,
Karate Cat,2019-10-10,0.99,80,5,1152410,0,20000,
Planet of the Eyes,2015-08-24,9.99,421,86,350970,50000,100000,1.0
City Quest,2015-08-20,1.99,31,10,308560,0,20000,
Skeleton Scramble Deluxe,2022-03-18,2.99,17,0,1807610,0,20000,
Cultivation Tales,2022-04-14,19.99,4959,8060,1504570,500000,1000000,
Space Pirate Trainer,2017-10-12,14.99,2574,149,418650,200000,500000,1.0
VR Party Pack,2019-05-04,3.99,1,0,1064920,0,20000,
MMA Executive,2019-08-26,11.99,5,5,1088040,0,20000,
Happy Quest,2020-11-06,1.99,623,126,1418160,50000,100000,2.0
Solitaire Jack Frost Winter Adventures,2019-09-01,4.99,3,0,1128420,0,20000,
Sakura Spirit,2014-07-09,9.99,5684,1547,313740,200000,500000,2.0
Data mining 2,2018-10-25,1.03,14,14,960820,0,20000,
Guns of Succubus,2021-02-27,6.99,41,6,1515820,0,20000,
Intake,2013-11-06,9.99,365,28,237760,20000,50000,1.0
KAMIKO,2019-06-26,4.99,122,17,1022480,0,20000,1.0
Apocalypse Mechanism,2018-06-11,14.99,7,6,532080,0,20000,
Bacon Rebellion,2021-01-08,3.99,21,2,415780,0,20000,
Kukoro: Stream chat games,2020-11-06,4.99,440,9,1166990,0,20000,
Gabe Newell Simulator,2015-12-14,2.99,313,312,407420,20000,50000,
Epic Manager - Create Your Own Adventuring Agency!,2016-12-12,17.99,156,70,391280,50000,100000,
A Little Bird,2020-09-17,9.99,4,1,1371730,0,20000,
"In Case of Emergency, Release Raptor",2016-08-29,0.0,50,18,471770,20000,50000,1.0
Adventure Apes and the Mayan Mystery,2016-07-15,2.99,14,5,461830,0,20000,
Sphere Game,2020-08-05,0.49,11,1,1376590,0,20000,
Sword of Destiny,2020-11-20,0.99,123,19,1412580,20000,50000,
Marginalia,2019-10-01,5.99,36,6,889280,20000,50000,1.0
Saving You From Yourself,2020-05-14,0.0,28,29,1277310,0,20000,1.0
ZAR,2021-04-26,9.99,13,8,1600600,0,20000,
Feather Of Praying 羽翼的祈愿,2018-06-06,1.99,195,8,869840,0,20000,
GOD EATER 2 Rage Burst,2016-08-29,49.99,3145,886,438490,200000,500000,57.0
Consumed Awakening,2020-06-21,10.99,3,0,1187250,0,20000,
Must Reach,2021-02-21,3.99,2,6,1541450,0,20000,
Better Off Tread,2017-09-12,0.0,54,33,656070,50000,100000,
Asian Riddles 4,2021-02-02,4.99,8,0,1495080,0,20000,
Epic Showdown,2015-10-27,4.99,16,27,406930,0,20000,
270 | Two Seventy US Election,2018-05-31,0.0,541,164,855010,100000,200000,
Ys VI: The Ark of Napishtim,2015-04-28,19.99,843,93,312540,100000,200000,13.0
Spare Teeth VR,2019-12-12,3.99,8,2,1028340,0,20000,
Beat Da Beat,2016-03-10,1.99,417,32,368570,20000,50000,1.0
American Truck Simulator,2016-02-02,19.99,104521,3859,270880,2000000,5000000,15.0
The Endless Empty,2018-11-03,3.99,92,5,959410,0,20000,4.0
Breakpoint,2020-09-24,4.99,145,3,1273250,20000,50000,
Mahjongg The Ultimate Collection 2,2018-08-13,6.99,8,1,913440,0,20000,
Bound Up & Squirming!,2019-04-25,4.99,30,2,959050,0,20000,
Highway of death,2018-12-18,1.99,22,11,991230,0,20000,
银魂：Silver Soul,2021-04-08,0.99,9,12,1580640,50000,100000,
Pizza Man,2021-12-05,0.49,7,1,1808860,0,20000,
Popo's Tower,2020-06-10,2.99,16,3,1338130,0,20000,1.0
UAYEB: The Dry Land - Episode 1,2018-01-31,12.99,52,29,589220,0,20000,
Girls & sweets,2018-12-24,1.99,1,8,993750,0,20000,
Card Battle Spirit Link,2020-05-02,9.99,3,0,903790,0,20000,
Cheese Runner,2022-07-14,2.99,7,0,1508980,50000,100000,
Krai Mira: Extended Cut,2016-07-11,9.99,143,94,408920,20000,50000,15.0
Terminal Singularity,2020-07-17,0.0,4,1,1217510,0,20000,
Gravity Mummy,2020-09-22,2.99,21,10,1417190,0,20000,1.0
Funanigans: Party Games,2020-09-27,9.99,1,3,1386330,0,20000,
Tank Sudoku,2022-04-29,4.99,1,0,1776860,0,20000,
Black Butterfly,2020-02-07,1.99,19,15,1227000,0,20000,6.0
Virus Kombat,2020-05-12,0.99,3,2,1285820,0,20000,
The Facility,2015-09-03,0.0,3,1,394960,0,20000,
Kamboja,2018-03-15,2.99,3,0,747110,0,20000,
I Can't Believe It's Not Gambling,2017-12-11,0.99,1359,119,733990,50000,100000,2.0
Grimrush,2017-11-30,0.99,10,3,704760,0,20000,
Rogalia,2018-10-15,0.0,336,143,528460,20000,50000,
Leisure Suit Larry 5 - Passionate Patti Does a Little Undercover Work,2017-12-18,4.99,19,12,765860,20000,50000,4.0
The Great Chicken Thief,2021-04-16,1.99,1,1,1514580,0,20000,
Golazo! Soccer League,2020-11-02,8.99,132,31,1431040,0,20000,1.0
SDST: Deluxe,2021-04-05,0.99,8,1,1579590,0,20000,
Tartaron,2021-03-04,0.99,2,0,1553850,0,20000,
Mare,2022-03-31,11.99,15,2,1875560,0,20000,
Black Skylands,2021-07-09,19.99,979,126,1143810,20000,50000,
Real Farm – Gold Edition,2021-06-24,19.99,3,9,1321220,0,20000,
牛头人迷宫/Tauren maze,2021-02-01,0.99,23,15,1500750,0,20000,
Shootvaders: The Beginning,2021-12-11,4.99,2,1,1819900,0,20000,
Into the Pyramid,2021-01-01,0.0,3,3,1433070,0,20000,
Skip's Sanity,2018-05-24,0.0,11,2,850710,0,20000,
Secret Laboratory,2018-03-27,0.99,3,11,821860,0,20000,
Tiny Wheels,2017-01-06,1.99,22,5,577850,0,20000,
ZEE.END,2021-09-14,13.99,14,21,1715970,0,20000,
Aetheria Online,2019-02-01,0.0,59,27,1008000,0,20000,
Pull Ball,2019-01-18,0.59,11,2,1006920,0,20000,
PARSE ALLY,2019-02-04,2.99,1,1,1011310,0,20000,
Legend of Ares,2017-05-31,0.0,30,24,536950,20000,50000,
The Door in the Basement,2021-04-21,10.99,78,7,1436810,0,20000,
War on the Sea,2021-02-02,39.99,1421,427,1280780,20000,50000,
天际起源 The Ark of Horizon,2019-03-13,0.0,352,319,994200,100000,200000,
Austerlitz,2019-10-03,4.99,2,0,1148680,0,20000,
Beaver Fun™ River Run - Steam Edition,2020-06-26,2.99,1,0,1347390,0,20000,
Trouble Witches Origin - Episode1 Daughters of Amalgam -,2016-11-21,9.99,160,12,460630,0,20000,
Liquid Pinball,2016-11-24,0.99,68,30,562050,20000,50000,
Zoo Tycoon: Ultimate Animal Collection,2018-09-14,19.99,909,538,613880,100000,200000,20.0
Age of Castles: Warlords,2015-05-15,2.99,19,43,371710,0,20000,2.0
Arobynn: The First Adventure,2022-05-02,4.99,0,1,1959400,0,20000,
Wonder Boy: Asha in Monster World,2021-06-28,34.99,82,18,1420080,0,20000,4.0
Fighting Fiends,2021-11-09,0.0,39,0,1283430,0,20000,
